118.501739437301,240.487280499977,186.306775245716,176.395719025124,-40.7322336717802,-103.256780339529
118.469417019657,240.229288016937,186.349943239719,176.395297651756,-40.7323401040397,-103.256854392574
118.466897489873,240.208854289271,186.353327183544,176.395264294962,-40.7323485698968,-103.256860244751
118.451900671458,239.999867453866,186.378592289626,176.394927757733,-40.7324367416272,-103.256915230733
118.448948786886,239.916690633404,186.386030905765,176.394795134703,-40.7324723333636,-103.256935753253
118.448881077248,239.827655675179,186.391311200952,176.394654520144,-40.732510890423,-103.256956320557
118.448881050275,239.827591567063,186.391314981287,176.394654417368,-40.7325109181838,-103.256956337012
118.448880600095,239.826830881451,186.391359992043,176.394653214385,-40.7325112480033,-103.256956514203
118.449306317115,239.696271242924,186.398647862408,176.394447286949,-40.7325679992658,-103.25698645353
118.451634004645,239.622718488014,186.40094259536,176.3943322117,-40.7326003016502,-103.257002367258
118.464906280794,239.456773878893,186.399162472902,176.394076152163,-40.7326743504263,-103.257034630937
118.48068044875,239.300009109405,186.394674382078,176.393835810329,-40.7327449379315,-103.257063639267
118.510007536595,239.082565054699,186.381990224504,176.393505954523,-40.732844126979,-103.257100483366
118.530677431237,238.957635046502,186.371389437188,176.393318269791,-40.7329017683987,-103.257119908422
118.600604250258,238.629143387874,186.330005970558,176.392832268366,-40.7330558384829,-103.257163856251
118.605851256522,238.602645984781,186.327009432128,176.392792931296,-40.7330682604426,-103.25716758034
118.606989003686,238.596439593277,186.32638671002,176.392783674948,-40.733071159965,-103.257168497852
118.696452910216,238.156585897313,186.274598023333,176.392132564064,-40.7332785459813,-103.257229308575
118.702805828864,238.122109668055,186.271111083309,176.392081300803,-40.7332947948923,-103.257234376919
118.707641948348,238.092857279852,186.268633249644,176.392037558197,-40.7333085254668,-103.25723893632
118.711675152525,238.066122367152,186.266704151615,176.391997410589,-40.733321036235,-103.257243281141
118.721814663021,237.991828976961,186.262270238602,176.391885384552,-40.733355712412,-103.257255849613
118.747964290976,237.839869038789,186.248508748293,176.391658832454,-40.7334274164951,-103.257279069356
